layer,word_idx,row_uid,hidden_row_idx,n_active,recon_error,input_norm,recon_error_rel,text_id,word_position,word,surprisal,RT_prime,is_sentence_final
1,766,provo:15:14,781,15,0.11039534211158752,4.608676433563232,0.02395380660891533,15,14,when,7.839180946350098,5.402756673832828,0
1,767,provo:15:15,782,14,0.18821938335895538,5.0758137702941895,0.03708161786198616,15,15,served,12.29041862487793,5.408814111714595,0
1,768,provo:15:16,783,18,0.09365280717611313,4.554292678833008,0.020563634112477303,15,16,a,4.822831153869629,5.064829158203769,0
1,769,provo:15:17,784,68,1.654167890548706,5.570611000061035,0.2969455122947693,15,17,subpoena,1.1772586107254028,5.349145280318881,0
1,770,provo:15:18,785,13,0.11724845319986343,4.733184337615967,0.02477158047258854,15,18,last,6.976099967956543,5.193778393963868,0
1,771,provo:15:19,786,14,0.09393679350614548,4.715956687927246,0.019918926060199738,15,19,week.,3.3625893592834473,5.222121488565035,1
1,772,provo:15:20,787,13,0.12436749041080475,4.794921875,0.025937333703041077,15,20,His,7.136014938354492,5.37235154875912,0
1,773,provo:15:21,788,13,0.3005831241607666,5.095356464385986,0.058991577476263046,15,21,lawyers,4.119051456451416,5.274220191718871,0
1,774,provo:15:22,789,11,0.11000137776136398,4.610252380371094,0.023860163986682892,15,22,said,2.981301784515381,5.381158918981023,0
1,775,provo:15:23,790,13,0.1190076693892479,4.523190498352051,0.02631055936217308,15,23,he,1.7508479356765747,5.350494371319905,0
1,776,provo:15:24,791,9,0.12031908333301544,4.5163116455078125,0.026641005650162697,15,24,was,3.1333882808685303,5.349772926568571,0
1,777,provo:15:25,792,10,0.17972075939178467,5.017179012298584,0.03582107648253441,15,25,prepared,6.470423698425293,5.379769145400309,0
1,778,provo:15:26,793,11,0.11599961668252945,4.373745441436768,0.026521803811192513,15,26,for,6.073668956756592,5.255565025691118,0
1,779,provo:15:27,794,11,0.10172519832849503,4.450924396514893,0.022854847833514214,15,27,a,2.2752110958099365,5.209689130748419,0
1,780,provo:15:28,795,13,0.10839075595140457,4.818498134613037,0.022494718432426453,15,28,third,9.198261260986328,5.311568428382159,0
1,781,provo:15:29,796,10,0.2127431333065033,4.884032249450684,0.043558914214372635,15,29,prison,12.086645126342772,5.451812274903699,0
1,782,provo:15:30,797,12,0.1244765967130661,4.779848575592041,0.02604195475578308,15,30,stay,8.514215469360352,5.420895738933719,0
1,783,provo:15:31,798,9,0.10745039582252502,4.35593318939209,0.024667594581842422,15,31,to,5.3423237800598145,5.482065413284027,0
1,784,provo:15:32,799,9,0.17182116210460663,4.743183135986328,0.036224864423274994,15,32,maintain,9.329583168029783,5.346531794269338,0
1,785,provo:15:33,800,9,0.11528435349464417,4.457015037536621,0.025865821167826653,15,33,his,1.020459771156311,5.066555737244282,0
1,786,provo:15:34,801,6,0.11501959711313248,4.644867420196533,0.024762729182839394,15,34,silence.,9.500940322875977,5.202248121503636,1
1,787,provo:15:35,802,8,0.24987873435020447,4.995096206665039,0.05002480745315552,15,35,Anderson,13.843297958374023,5.198886644130546,0
1,788,provo:15:36,803,11,0.10051781684160233,4.459197521209717,0.022541683167219162,15,36,was,3.6076228618621826,5.378761799490899,0
1,789,provo:15:37,804,13,0.11172132194042206,4.742173671722412,0.023559095337986946,15,37,released,3.817473173141479,5.361223433408727,0
1,790,provo:15:38,805,8,0.14668422937393188,4.6421685218811035,0.03159821406006813,15,38,July,9.54233455657959,5.393343027012146,0
1,791,provo:15:39,806,9,0.11205561459064484,4.37645959854126,0.025604169815778732,15,39,20,4.727632522583008,5.343247951641969,0
1,792,provo:15:40,807,12,0.1309019774198532,4.407075881958008,0.02970268204808235,15,40,after,2.8144328594207764,5.411870589755281,0
1,793,provo:15:41,808,12,0.11209575831890106,4.378089427947998,0.025603806599974632,15,41,a,3.5971145629882812,5.550035629407641,0
1,794,provo:15:42,809,7,0.14178849756717682,5.139346599578857,0.027588818222284317,15,42,two-week,7.399631500244141,5.422408944685974,0
1,795,provo:15:43,810,8,0.12076719105243683,4.728912353515625,0.025538047775626183,15,43,stay,3.1632256507873535,5.359596219780784,0
1,796,provo:15:44,811,9,0.11150959879159927,4.283600330352783,0.026031747460365295,15,44,for,6.321019172668457,5.384005098126527,0
1,797,provo:15:45,812,9,0.13201646506786346,4.596268177032471,0.028722533956170082,15,45,previously,14.08681869506836,5.334900972784154,0
1,798,provo:15:46,813,8,0.1398249715566635,4.851879596710205,0.028818722814321518,15,46,declining,10.244755744934082,5.4793587613552175,0
1,799,provo:15:47,814,6,0.10262834280729294,4.273690223693848,0.024013986811041832,15,47,to,0.7830301523208618,5.26584060086677,0
1,800,provo:15:48,815,22,1.0229145288467407,5.285600662231445,0.19352853298187256,15,48,testify,1.7823238372802734,5.313775776088723,0
1,801,provo:15:49,816,6,0.1130954846739769,4.458456993103027,0.025366507470607758,15,49,before,4.670499801635742,5.303603622380009,0
1,802,provo:15:50,817,6,0.11030114442110062,4.336255073547363,0.02543696016073227,15,50,a,1.4607248306274414,5.354152021107599,0
1,803,provo:15:51,818,5,0.10989653319120407,4.582163333892822,0.0239835474640131,15,51,different,11.515850067138672,5.179063148669256,0
1,804,provo:15:52,819,6,0.14286665618419647,4.799452304840088,0.02976728416979313,15,52,grand,2.3059868812561035,5.567830669345266,0
1,805,provo:15:53,820,5,0.16799308359622955,4.9851555824279785,0.033698663115501404,15,53,jury,0.0088587459176778,5.569492544664411,0
1,806,provo:16:3,822,12,0.09773062914609909,5.048261642456055,0.01935926452279091,16,3,is,5.289520263671875,5.454421802472947,0
1,807,provo:16:4,823,10,0.1399715095758438,5.289427757263184,0.026462504640221596,16,4,limited,9.245438575744627,5.333797040759723,0
1,808,provo:16:5,824,12,0.10801953822374344,4.797614574432373,0.02251525968313217,16,5,in,4.586697101593018,5.415653135916704,0
1,809,provo:16:6,825,12,0.10654088109731674,4.853785037994385,0.02195006236433983,16,6,the,2.7162580490112305,5.367607127128549,0
1,810,provo:16:7,826,15,0.12049990147352219,5.059352397918701,0.023817257955670357,16,7,types,12.050602912902832,5.285352100673329,0
1,811,provo:16:8,827,12,0.11082534492015839,4.717025279998779,0.02349475398659706,16,8,of,0.1535166203975677,5.272114167690593,0
1,812,provo:16:9,828,15,0.14027495682239532,5.020424842834473,0.02794085443019867,16,9,medical,9.940855979919434,5.367274418869728,0
1,813,provo:16:10,829,16,0.28932714462280273,5.162878513336182,0.05603988841176033,16,10,waste,9.49411678314209,5.329636440431078,0
1,814,provo:16:11,830,15,0.12547682225704193,4.694332599639893,0.02672942727804184,16,11,it,5.394011497497559,5.35546688123096,0
1,815,provo:16:12,831,12,0.12371820211410522,4.680750846862793,0.02643127180635929,16,12,can,2.9982476234436035,5.365231603774942,0
1,816,provo:16:13,832,13,0.09536512941122055,4.818474292755127,0.019791562110185623,16,13,"treat,",10.233843803405762,5.283411557777496,0
1,817,provo:16:14,833,13,0.11302535235881805,4.596533298492432,0.024589259177446365,16,14,but,2.395353078842163,5.316903222035405,0
1,818,provo:16:15,834,12,0.12225647270679474,4.539120674133301,0.026933955028653145,16,15,is,5.297642707824707,5.366172890335759,0
1,819,provo:16:16,835,11,0.1222071647644043,4.949890613555908,0.02468886226415634,16,16,appropriate,12.144415855407717,5.3391545032764425,0
1,820,provo:16:17,836,11,0.10181739181280136,4.457054615020752,0.022844098508358,16,17,for,0.9328262209892272,5.08559235390434,0
1,821,provo:16:18,837,20,1.2003861665725708,5.086775779724121,0.23598173260688782,16,18,laboratory,11.1439847946167,5.278925966579027,0
1,822,provo:16:19,838,23,1.099627137184143,5.226182460784912,0.2104073315858841,16,19,cultures,6.903242111206055,5.306525948293693,0
1,823,provo:16:20,839,15,0.094978928565979,4.5055131912231445,0.02108060196042061,16,20,and,2.7413601875305176,5.33278441227187,0
1,824,provo:16:21,840,29,1.1315408945083618,5.08856201171875,0.2223694771528244,16,21,substances,13.30351734161377,5.454773646152711,0
1,825,provo:16:22,841,33,1.0377075672149658,5.174858093261719,0.20052869617938995,16,22,contaminated,8.95938491821289,5.499527873863946,0
1,826,provo:16:23,842,10,0.10701793432235718,4.4513840675354,0.024041496217250824,16,23,with,0.3960227370262146,5.307205002269724,0
1,827,provo:16:24,843,42,1.2751604318618774,5.217408657073975,0.24440494179725647,16,24,infectious,6.029273986816406,5.345387765882303,0
1,828,provo:16:25,844,6,0.11274654418230057,4.675601482391357,0.02411380596458912,16,25,organisms.,5.170437812805176,5.420643894008166,1
1,829,provo:16:26,845,15,0.10647649317979813,4.42847204208374,0.024043617770075798,16,26,The,3.875051975250244,5.248204157927947,0
1,830,provo:16:27,846,12,0.14635814726352692,4.985101222991943,0.029359111562371254,16,27,waste,8.093914031982422,5.364133030130583,0
1,831,provo:16:28,847,11,0.09682220220565796,4.440937042236328,0.021802201867103577,16,28,is,2.8947315216064453,5.367034794761372,0
1,832,provo:16:29,848,12,0.3171614706516266,5.0275349617004395,0.06308488547801971,16,29,subjected,10.380263328552246,5.348939584899679,0
1,833,provo:16:30,849,10,0.10600700229406357,4.36029577255249,0.024311883375048637,16,30,to,0.0548988841474056,5.471649101306106,0
1,834,provo:16:31,850,9,0.15478146076202393,5.138614177703857,0.030121246352791786,16,31,steam,12.166534423828123,5.377968248047511,0
1,835,provo:16:32,851,9,0.11086570471525192,4.3466796875,0.02550583705306053,16,32,in,6.93250036239624,5.303203493649928,0
1,836,provo:16:33,852,6,0.1086648553609848,4.421632766723633,0.0245757307857275,16,33,a,2.1884543895721436,5.493400590423781,0
1,837,provo:16:34,853,6,0.11531403660774231,4.655784606933594,0.024767905473709106,16,34,"sealed,",10.307207107543944,5.268695232121701,0
1,838,provo:16:35,854,86,2.4441232681274414,5.772699356079102,0.42339348793029785,16,35,pressurized,10.685432434082031,5.436272314933479,0
1,839,provo:16:36,855,5,0.11247634142637253,4.621633052825928,0.024336926639080048,16,36,chamber.,5.012812614440918,5.359435838704096,1
1,840,provo:16:37,856,12,0.11142327636480331,4.379400253295898,0.025442587211728096,16,37,The,2.2006099224090576,5.326143658634779,0
1,841,provo:16:38,857,10,0.2727796733379364,4.881504058837891,0.05588025227189064,16,38,liquid,7.523397445678711,5.387536429096461,0
1,842,provo:16:39,858,10,0.13615471124649048,4.325446128845215,0.031477611511945724,16,39,that,6.213918209075928,5.398929541490493,0
1,843,provo:16:40,859,8,0.13026106357574463,4.547834873199463,0.028642434626817703,16,40,may,8.870180130004883,5.456036192679812,0
1,844,provo:16:41,860,7,0.13771747052669525,4.781380653381348,0.028802866116166115,16,41,form,6.608192443847656,5.365581325080304,0
1,845,provo:16:42,861,9,0.1145295724272728,4.371428966522217,0.026199573650956154,16,42,is,2.473130702972412,5.340951942543629,0
1,846,provo:16:43,862,56,1.8660200834274292,5.216118812561035,0.3577410876750946,16,43,drained,8.933721542358398,5.425403768744449,0
1,847,provo:16:44,863,7,0.11433050036430359,4.476650714874268,0.025539293885231018,16,44,off,4.201697826385498,5.3731364953280085,0
1,848,provo:16:45,864,6,0.09465055167675018,4.284298896789551,0.02209242433309555,16,45,to,4.548257350921631,5.4218966480535755,0
1,849,provo:16:46,865,5,0.11824119091033936,4.3926849365234375,0.026917748153209686,16,46,the,2.385784864425659,5.379358338157398,0
1,850,provo:16:47,866,69,1.545214295387268,5.118316173553467,0.3018989562988281,16,47,sewer,9.97670841217041,5.337972078715371,0
1,851,provo:16:48,867,6,0.12602828443050385,4.375820636749268,0.02880106307566166,16,48,or,4.640950679779053,5.118711624333488,0
1,852,provo:16:49,868,5,0.1083955243229866,4.596000671386719,0.023584749549627304,16,49,sent,9.121119499206545,5.490495439749036,0
1,853,provo:16:50,869,8,0.1281401365995407,4.263525009155273,0.030054975301027298,16,50,for,4.339927673339844,5.30837376336095,0
1,854,provo:16:51,870,4,0.10701166838407516,4.563670635223389,0.02344859577715397,16,51,processing.,5.239295482635498,5.266639725865271,1
1,855,provo:17:3,872,8,0.067103810608387,5.818720817565918,0.011532398872077465,17,3,more,9.45685863494873,5.331836939533949,0
1,856,provo:17:4,873,13,0.7170777916908264,5.624578475952148,0.12749004364013672,17,4,flexible,10.027251243591309,5.112075764182829,0
1,857,provo:17:5,874,11,0.11415151506662369,5.325114727020264,0.02143644168972969,17,5,than,2.2821242809295654,5.334347244989128,0
1,858,provo:17:6,875,11,0.19996702671051025,5.38400411605835,0.03714095056056976,17,6,humans,10.768264770507812,5.250880025995122,0
1,859,provo:17:7,876,16,0.12066897004842758,4.9227824211120605,0.02451235055923462,17,7,because,5.818995952606201,5.375463443637196,0
1,860,provo:17:8,877,14,0.11574485898017883,4.822339057922363,0.02400180883705616,17,8,a,7.4219183921813965,5.284973181877492,0
1,861,provo:17:9,878,11,0.13816337287425995,5.03229284286499,0.027455352246761322,17,9,bird's,12.337151527404783,5.239393097689876,0
1,862,provo:17:10,879,13,0.1279025375843048,5.02931547164917,0.025431400164961815,17,10,head,4.348425388336182,5.4161651695563275,0
1,863,provo:17:11,880,12,0.11658399552106857,4.650386333465576,0.025069743394851685,17,11,is,1.46554434299469,5.455187468546103,0
1,864,provo:17:12,881,12,0.12217375636100769,4.781763553619385,0.025549937039613724,17,12,only,6.534843921661377,5.340974248928869,0
1,865,provo:17:13,882,15,0.1681908220052719,4.991747856140137,0.03369377180933952,17,13,connected,10.764984130859377,5.392905315306611,0
1,866,provo:17:14,883,15,0.09886198490858078,4.5561981201171875,0.021698350086808205,17,14,by,3.623119354248047,5.296741657636002,0
1,867,provo:17:15,884,13,0.1171916052699089,4.610043048858643,0.025420935824513435,17,15,one,4.597259521484375,5.404804029780622,0
1,868,provo:17:16,885,18,0.40442487597465515,5.374386310577393,0.07525043189525604,17,16,socket,8.445487976074219,5.437601479698236,0
1,869,provo:17:17,886,11,0.10026664286851883,4.746655464172363,0.02112364023923874,17,17,pivot.,23.383485794067383,5.2439583994984735,1
1,870,provo:17:18,887,12,0.12709659337997437,4.847052097320557,0.026221420615911484,17,18,People,9.984345436096191,5.379501149184747,0
1,871,provo:17:19,888,10,0.11823010444641113,4.572473526000977,0.025856925174593925,17,19,have,3.741399049758911,5.169933772372199,0
1,872,provo:17:20,889,12,0.09702621400356293,4.737738132476807,0.020479438826441765,17,20,"two,",14.952308654785156,5.173438976117211,0
1,873,provo:17:21,890,11,0.1100589781999588,4.6987080574035645,0.023423243314027786,17,21,which,5.309383392333984,5.357832576196637,0
1,874,provo:17:22,891,14,0.125889852643013,5.130406856536865,0.024537986144423485,17,22,limits,11.049317359924316,5.308662667127301,0
1,875,provo:17:23,892,14,0.10349646955728531,4.639725208282471,0.022306594997644424,17,23,our,6.629200458526611,5.382920624354715,0
1,876,provo:17:24,893,8,0.14239728450775146,4.820745944976807,0.029538433998823166,17,24,ability,0.8028367757797241,5.262335026205793,0
1,877,provo:17:25,894,13,0.10040505230426788,4.395940780639648,0.022840401157736778,17,25,to,0.0123967537656426,5.24851973992414,0
1,878,provo:17:26,895,7,0.11320033669471741,4.687796115875244,0.024147879332304,17,26,"twist,",15.845378875732422,5.3219406624437875,0
1,879,provo:17:27,896,10,0.09946401417255402,5.011275291442871,0.019848044961690903,17,27,Forsman,30.834327697753903,5.368282838365682,0
1,880,provo:17:28,897,6,0.10708979517221451,4.650368690490723,0.023028237745165825,17,28,added.,7.393442630767822,5.298655182436863,1
1,881,provo:17:29,898,10,0.21048490703105927,5.480006217956543,0.03840960934758186,17,29,Owls,14.96210479736328,5.295696718613745,0
1,882,provo:17:30,899,9,0.12478934228420258,4.570018768310547,0.0273060891777277,17,30,also,4.435060501098633,5.459669399501939,0
1,883,provo:17:31,900,9,0.12132737785577774,4.464305877685547,0.02717720903456211,17,31,have,1.2798768281936646,5.34787618101497,0
1,884,provo:17:32,901,11,0.13563641905784607,4.539333343505859,0.029880251735448837,17,32,multiple,6.787174224853516,5.13403112719036,0
1,885,provo:17:33,902,5,0.10832490026950836,4.630417346954346,0.02339419722557068,17,33,"vertebrae,",9.559366226196287,5.326755911698153,0
1,886,provo:17:34,903,9,0.11356499791145325,4.436515808105469,0.025597790256142616,17,34,the,6.662595748901367,5.361999474768697,0
1,887,provo:17:35,904,7,0.12929373979568481,4.5027031898498535,0.02871469222009182,17,35,small,7.99768590927124,5.445003055838849,0
1,888,provo:17:36,905,13,0.393763929605484,5.107632160186768,0.07709324359893799,17,36,bones,2.932602643966675,5.290916802870159,0
1,889,provo:17:37,906,10,0.13804684579372406,4.319315433502197,0.03196035325527191,17,37,that,1.4104193449020386,5.390619738425568,0
1,890,provo:17:38,907,7,0.10111688822507858,4.389187812805176,0.02303772233426571,17,38,make,4.270232677459717,5.312719269747485,0
1,891,provo:17:39,908,7,0.11624377965927124,4.417575836181641,0.02631392888724804,17,39,up,0.4696160852909088,5.341093379899191,0
1,892,provo:17:40,909,6,0.11131809651851654,4.411013126373291,0.025236401706933975,17,40,the,1.401827335357666,5.313336732286392,0
1,893,provo:17:41,910,8,0.32328641414642334,4.8243889808654785,0.06701084971427917,17,41,neck,5.075882434844971,5.304337882927917,0
1,894,provo:17:42,911,6,0.09516933560371399,4.363177299499512,0.02181193418800831,17,42,and,1.817461013793945,5.305580194779379,0
1,895,provo:17:43,912,4,0.10720887035131454,4.584593296051025,0.023384597152471542,17,43,"spine,",6.1031060218811035,5.289403185101345,0
1,896,provo:17:44,913,7,0.13757775723934174,4.666910171508789,0.029479410499334335,17,44,helping,10.37069034576416,5.360639042787438,0
1,897,provo:17:45,914,6,0.12751489877700806,4.558161735534668,0.027975071221590042,17,45,them,1.4734874963760376,5.3516250768797144,0
1,898,provo:17:46,915,7,0.20261433720588684,4.689077854156494,0.04320984706282616,17,46,achieve,9.341195106506348,5.321775547819079,0
1,899,provo:17:47,916,7,0.12731997668743134,4.331329345703125,0.029395127668976784,17,47,a,3.283952236175537,5.312749464308718,0
1,900,provo:17:48,917,6,0.11450692266225815,4.712141513824463,0.02430040016770363,17,48,wide,6.79504919052124,5.438844524030623,0
1,901,provo:17:49,918,6,0.14460183680057526,4.803267478942871,0.03010488860309124,17,49,range,0.4253945350646972,5.287825236080953,0
1,902,provo:17:50,919,7,0.11371538043022156,4.317887783050537,0.026335882022976875,17,50,of,0.062727190554142,5.306434188719502,0
1,903,provo:17:51,920,4,0.11805170774459839,4.558299541473389,0.025898190215229988,17,51,motion.,3.680817127227783,5.398100596873481,1
1,904,provo:18:3,922,8,0.10959957540035248,5.790088176727295,0.018928825855255127,18,3,the,5.385766506195068,5.552811701445291,0
1,905,provo:18:4,923,9,0.06925550103187561,5.5811686515808105,0.012408780865371227,18,4,same,6.359106540679932,5.328924575500592,0
1,906,provo:18:5,924,10,0.08374426513910294,5.189335823059082,0.016137761995196342,18,5,"animal,",15.589685440063477,5.2717671843248874,0
1,907,provo:18:6,925,12,0.13706284761428833,4.895040512084961,0.028000349178910255,18,6,not,7.684470176696777,5.400609851929916,0
1,908,provo:18:7,926,12,0.09834273159503937,4.868198394775391,0.020201053470373154,18,7,all,7.735630989074707,5.31731474641867,0
1,909,provo:18:8,927,47,1.682483196258545,5.601502895355225,0.30036282539367676,18,8,bites,12.34164333343506,5.165930028484281,0
1,910,provo:18:9,928,10,0.12470389157533646,4.729945182800293,0.02636476419866085,18,9,are,1.7424839735031128,5.3303743011818865,0
1,911,provo:18:10,929,13,0.10618229955434799,4.735764980316162,0.02242136187851429,18,10,the,3.7145400047302246,5.400619345446073,0
1,912,provo:18:11,930,11,0.09886263310909271,4.840303897857666,0.02042488195002079,18,11,same.,0.8464329838752747,5.262899570616094,1
1,913,provo:18:12,931,16,0.1143118143081665,4.634952068328857,0.02466299757361412,18,12,A,5.624024391174316,5.155131074027764,0
1,914,provo:18:13,932,13,0.12918585538864136,4.788287162780762,0.026979554444551468,18,13,new,8.549405097961426,5.532902287664874,0
1,915,provo:18:14,933,12,0.12110377848148346,4.984278678894043,0.02429715171456337,18,14,study,1.4292927980422974,5.347436802039009,0
1,916,provo:18:15,934,14,0.14730262756347656,4.990616798400879,0.029515916481614113,18,15,finds,4.680956840515137,5.392516726085622,0
1,917,provo:18:16,935,12,0.11851315200328827,4.523278713226318,0.02620071917772293,18,16,that,0.3583680093288421,5.272342020592388,0
1,918,provo:18:17,936,14,0.1183273121714592,4.636340618133545,0.02552170306444168,18,17,because,10.571295738220217,5.402667261561401,0
1,919,provo:18:18,937,13,0.11229965090751648,4.583527565002441,0.024500703439116478,18,18,the,3.682933568954468,5.310089388814738,0
1,920,provo:18:19,938,16,0.11631304025650024,5.1098408699035645,0.02276255562901497,18,19,force,11.343635559082031,5.3352348438545825,0
1,921,provo:18:20,939,16,0.10064555704593658,4.441891670227051,0.02265826426446438,18,20,in,6.371604919433594,5.244825880184718,0
1,922,provo:18:21,940,18,0.09674366563558578,4.512694358825684,0.02143811620771885,18,21,a,1.9798617362976072,5.229645165992411,0
1,923,provo:18:22,941,13,0.2332768589258194,5.0262017250061035,0.0464121550321579,18,22,muscle,10.03288459777832,5.384015418620949,0
1,924,provo:18:23,942,11,0.13464760780334473,5.156495094299316,0.026112234219908714,18,23,depends,7.776040077209473,5.189966009604858,0
1,925,provo:18:24,943,13,0.09560500085353851,4.399032115936279,0.02173319086432457,18,24,on,0.3493784070014953,5.1997482894547895,0
1,926,provo:18:25,944,13,0.10170552134513855,4.588251113891602,0.022166511043906212,18,25,how,3.571983337402344,5.408520048451032,0
1,927,provo:18:26,945,10,0.09613855928182602,4.629258632659912,0.020767593756318092,18,26,much,2.1861696243286133,5.351083246365739,0
1,928,provo:18:27,946,7,0.1235397681593895,4.492338180541992,0.027500104159116745,18,27,it,3.977600574493408,5.459475204926247,0
1,929,provo:18:28,947,11,0.09820927679538727,4.442789077758789,0.022105321288108826,18,28,is,3.5286705493927,5.369180352088164,0
1,930,provo:18:29,948,5,0.10977638512849808,4.682133197784424,0.02344580553472042,18,29,"stretched,",5.787749290466309,5.338649676897552,0
1,931,provo:18:30,949,13,0.21422544121742249,4.3745598793029785,0.04897074028849602,18,30,an,6.940952777862549,5.263866803091695,0
1,932,provo:18:31,950,11,0.13236087560653687,4.758982181549072,0.027812853455543518,18,31,animal's,3.5924108028411865,5.273491480890921,0
1,933,provo:18:32,951,11,0.3350159823894501,5.187363147735596,0.06458310037851334,18,32,bite,3.95307731628418,5.272465174003603,0
1,934,provo:18:33,952,8,0.10768218338489532,4.9913859367370605,0.02157360315322876,18,33,force,4.4275336265563965,5.392856586597903,0
1,935,provo:18:34,953,10,0.13247093558311462,5.131539344787598,0.025815047323703766,18,34,depends,4.9569830894470215,5.342567332073009,0
1,936,provo:18:35,954,7,0.1148955300450325,4.336848258972168,0.02649286389350891,18,35,on,0.5393519401550293,5.345650007243882,0
1,937,provo:18:36,955,6,0.11125747114419937,4.454416751861572,0.024976888671517372,18,36,the,2.7858448028564453,5.273395256672044,0
1,938,provo:18:37,956,8,0.12893617153167725,4.832045078277588,0.026683561503887177,18,37,size,3.2606348991394043,5.290819788489625,0
1,939,provo:18:38,957,8,0.10791363567113876,4.384055137634277,0.024615027010440826,18,38,of,0.4315389096736908,5.2306324113318805,0
1,940,provo:18:39,958,10,0.11310791224241257,4.441244125366211,0.02546761929988861,18,39,what,9.582743644714355,5.263747575517817,0
1,941,provo:18:40,959,12,0.11715023219585419,4.413547039031982,0.026543328538537025,18,40,it,0.9227537512779236,5.154780138396967,0
1,942,provo:18:41,960,13,0.1139754205942154,4.390128135681152,0.025961752980947495,18,41,is,1.2508776187896729,5.5960828922632535,0
1,943,provo:18:42,961,6,0.1270824819803238,4.607831954956055,0.027579668909311295,18,42,biting.,7.883849620819092,5.253013487802128,1
1,944,provo:18:43,962,10,0.11672811955213547,4.355773448944092,0.026798482984304428,18,43,The,3.8535876274108887,5.15312040802509,0
1,945,provo:18:44,963,8,0.12200943380594254,4.8470330238342285,0.025171983987092972,18,44,finding,8.994556427001953,5.383701652052095,0
1,946,provo:18:45,964,6,0.1274808943271637,4.396785736083984,0.028994111344218254,18,45,has,4.70834493637085,5.294972640233098,0
1,947,provo:18:46,965,8,0.12090351432561874,4.740841865539551,0.025502540171146393,18,46,direct,9.519911766052246,5.399565794374317,0
1,948,provo:18:47,966,6,0.19380363821983337,4.955992221832275,0.03910491243004799,18,47,implications,0.4586403965950012,5.321815206540673,0
1,949,provo:18:48,967,8,0.10219515860080719,4.272487163543701,0.0239193607121706,18,48,for,0.1821328997611999,5.331581789179657,0
1,950,provo:18:49,968,54,1.8044012784957886,5.219435691833496,0.34570810198783875,18,49,ecology,13.414448738098145,5.457400344772837,0
1,951,provo:18:50,969,6,0.11316022276878357,4.351020812988281,0.026007741689682007,18,50,and,1.8628275394439695,5.441080417616801,0
1,952,provo:19:3,971,28,1.9081075191497803,6.42445182800293,0.2970070540904999,19,3,heaviest,17.020511627197266,5.321449510789629,0
1,953,provo:19:4,972,11,0.25105708837509155,6.284107208251953,0.03995111584663391,19,4,isotopes,16.489219665527344,5.452691722393338,0
1,954,provo:19:5,973,42,1.4748228788375854,5.7251667976379395,0.2576034665107727,19,5,physicists,17.86810302734375,5.484434206637905,0
1,955,provo:19:6,974,11,0.1351667046546936,4.914474010467529,0.02750379964709282,19,6,have,1.1532286405563354,5.2898886935281695,0
1,956,provo:19:7,975,12,0.1490173190832138,5.108659744262695,0.02916955202817917,19,7,managed,9.18704605102539,5.43169031122204,0
1,957,provo:19:8,976,10,0.11313390731811523,4.709738731384277,0.024021269753575325,19,8,to,0.2121932655572891,5.36715852915682,0
1,958,provo:19:9,977,15,0.14708958566188812,5.5658650398254395,0.02642708458006382,19,9,synthesize,7.934518337249756,5.385275210829656,0
1,959,provo:19:10,978,14,0.11455240100622177,4.781412601470947,0.023957857862114906,19,10,so,4.412829875946045,5.346724908524248,0
1,960,provo:19:11,979,15,0.10715895146131516,4.885329246520996,0.02193484827876091,19,11,far,0.0052003148011863,5.417766584518211,0
1,961,provo:19:12,980,16,0.12259819358587265,5.145646572113037,0.023825615644454956,19,12,don't,10.258657455444336,5.271614804977855,0
1,962,provo:19:13,981,19,0.48799028992652893,5.184454917907715,0.0941256731748581,19,13,behave,9.98758316040039,5.23296140142485,0
1,963,provo:19:14,982,14,0.21076317131519318,4.816353797912598,0.04375990107655525,19,14,quite,6.245208740234375,5.407125731583433,0
1,964,provo:19:15,983,13,0.11971808969974518,4.679778575897217,0.025581998750567436,19,15,like,1.4825252294540403,5.203052756830479,0
1,965,provo:19:16,984,13,0.12991799414157867,4.8609514236450195,0.026726866140961647,19,16,science's,20.738834381103516,5.235735966896787,0
1,966,provo:19:17,985,14,0.10884274542331696,4.825109481811523,0.022557569667696953,19,17,best,5.209517478942871,5.457811414978621,0
1,967,provo:19:18,986,12,0.14747634530067444,4.726600646972656,0.031201355159282684,19,18,current,12.843023300170898,5.4617796699675685,0
1,968,provo:19:19,987,12,0.1435074359178543,5.033522129058838,0.02851034142076969,19,19,models,5.089297771453857,5.411957037033767,0
1,969,provo:19:20,988,12,0.09642854332923889,4.7161970138549805,0.020446250215172768,19,20,"predict,",8.70294189453125,5.446169718216868,0
1,970,provo:19:21,989,12,0.11659997701644897,4.5651960372924805,0.025541067123413086,19,21,so,5.387424468994141,5.350798233911884,0
1,971,provo:19:22,990,12,0.18743279576301575,4.869502067565918,0.03849116340279579,19,22,stable,17.429943084716797,5.432887383885437,0
1,972,provo:19:23,991,36,1.3116250038146973,5.244383811950684,0.25010088086128235,19,23,superheavy,16.75814437866211,5.3066484864546375,0
1,973,provo:19:24,992,14,0.15714959800243378,4.903550624847412,0.03204812481999397,19,24,nuclei,7.066803932189941,5.528539124751351,0
1,974,provo:19:25,993,9,0.11672206223011017,4.50313663482666,0.025920169427990913,19,25,are,2.2313172817230225,5.268692974420542,0
1,975,provo:19:26,994,11,0.11963058263063431,4.793967247009277,0.024954400956630707,19,26,likely,3.531123638153076,5.405357522884565,0
